code,800,400,200,100,50,40,25,10,1,0.1,throughput,macsec,deepbuffer,type,maxmodules,family,cost
7280CR3AM-24D12,,,,48.0,,,68.0,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-24D12,,,,57.0,,,59.0,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-24D12,,,,48.0,,,,68.0,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-24D12,,,,57.0,,,,59.0,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-24D12,,,,,116.0,,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-24D12,,,,,,36.0,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-24D12,,,,,,,116.0,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-24D12,,,,,,,,116.0,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-24D12,,12.0,,24.0,,,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-24D12,,12.0,,,48.0,,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-24D12,,12.0,,,,24.0,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-24D12,,12.0,,,,,96.0,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-24D12,,12.0,,,,,,96.0,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-24D12,,,,72.0,,,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-24D12,,,,48.0,48.0,,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-24D12,,,,48.0,,24.0,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-24D12,,,,48.0,,,68.0,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-24D12,,,,57.0,,,59.0,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-24D12,,,,48.0,,,,68.0,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-24D12,,,,57.0,,,,59.0,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-24D12,,,,,116.0,,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-24D12,,,,,,36.0,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-24D12,,,,,,,116.0,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-24D12,,,,,,,,116.0,,,,x,,fixed,,7280R3A,23242.38103
7280CR3A-48D6,,6.0,,48.0,,,,,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-48D6,,1.0,,68.0,,,,,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-48D6,,6.0,,,96.0,,,,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-48D6,,2.0,,,114.0,,,,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-48D6,,4.0,,,112.0,,,,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-48D6,,,,,,54.0,,,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-48D6,,6.0,,,,48.0,,,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-48D6,,6.0,,,,,108.0,,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-48D6,,,,,,,114.0,,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-48D6,,6.0,,,,,,108.0,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-48D6,,,,,,,,114.0,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-48D6,,,,24.0,92.0,,,,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-48D6,,,,24.0,,48.0,,,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-48D6,,,,24.0,,,92.0,,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-48D6,,,,24.0,,,,92.0,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-48D6,,,,,114.0,,,,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-48D6,,,,,,,114.0,,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-48D6,,,,,,,,114.0,,,,,,fixed,,7280R3A,23242.38103
7280CR3AM-48D6,,6.0,,48.0,,,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-48D6,,1.0,,68.0,,,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-48D6,,6.0,,,96.0,,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-48D6,,2.0,,,114.0,,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-48D6,,4.0,,,112.0,,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-48D6,,,,,,54.0,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-48D6,,6.0,,,,48.0,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-48D6,,6.0,,,,,108.0,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-48D6,,,,,,,114.0,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-48D6,,6.0,,,,,,108.0,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-48D6,,,,,,,,114.0,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-48D6,,,,24.0,92.0,,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-48D6,,,,24.0,,48.0,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-48D6,,,,24.0,,,92.0,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-48D6,,,,24.0,,,,92.0,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-48D6,,,,,114.0,,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-48D6,,,,,,,114.0,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-48D6,,,,,,,,114.0,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-48D6,,6.0,,48.0,,,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-48D6,,1.0,,68.0,,,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-48D6,,6.0,,,96.0,,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-48D6,,2.0,,,114.0,,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-48D6,,4.0,,,112.0,,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-48D6,,,,,,54.0,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-48D6,,6.0,,,,48.0,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-48D6,,6.0,,,,,108.0,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-48D6,,,,,,,114.0,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-48D6,,6.0,,,,,,108.0,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-48D6,,,,,,,,114.0,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-48D6,,,,24.0,92.0,,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-48D6,,,,24.0,,48.0,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-48D6,,,,24.0,,,92.0,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-48D6,,,,24.0,,,,92.0,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-48D6,,,,,114.0,,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-48D6,,,,,,,114.0,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-48D6,,,,,,,,114.0,,,,x,,fixed,,7280R3A,23242.38103
7280CR3A-72,,,,72.0,,,,,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-72,,,,28.0,88.0,,,,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-72,,,,14.0,102.0,,,,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-72,,,,,,72.0,,,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-72,,,,57.0,,,58.0,,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-72,,,,57.0,,,,58.0,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-72,,,,14.0,,,102.0,,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-72,,,,14.0,,,,102.0,,,,,,fixed,,7280R3A,23242.38103
7280CR3AM-72,,,,72.0,,,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-72,,,,28.0,88.0,,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-72,,,,14.0,102.0,,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-72,,,,,,72.0,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-72,,,,57.0,,,58.0,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-72,,,,57.0,,,,58.0,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-72,,,,14.0,,,102.0,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-72,,,,14.0,,,,102.0,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-72,,,,72.0,,,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-72,,,,28.0,88.0,,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-72,,,,14.0,102.0,,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-72,,,,,,72.0,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-72,,,,57.0,,,58.0,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-72,,,,57.0,,,,58.0,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-72,,,,14.0,,,102.0,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-72,,,,14.0,,,,102.0,,,,x,,fixed,,7280R3A,23242.38103
7280CR3A-32S,,2.0,14.0,,,,,,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-32S,,2.0,,28.0,,,,,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-32S,,2.0,,,54.0,,,,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-32S,,2.0,,,,,54.0,,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-32S,,2.0,,,,,,54.0,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-32S,,,18.0,,,,,,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-32S,,,5.0,,50.0,,,,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-32S,,,12.0,,,,43.0,,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-32S,,,12.0,,,,,43.0,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-32S,,,16.0,40.0,,,,,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-32S,,,,36.0,,,,,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-32S,,,,16.0,40.0,,,,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-32S,,,,29.0,,,26.0,,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-32S,,,,29.0,,,,26.0,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-32S,,,,,56.0,,,,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-32S,,,,,,,56.0,,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-32S,,,,,,,,56.0,,,,,,fixed,,7280R3A,23242.38103
7280CR3AM-32S,,2.0,14.0,,,,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-32S,,2.0,,28.0,,,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-32S,,2.0,,,54.0,,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-32S,,2.0,,,,,54.0,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-32S,,2.0,,,,,,54.0,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-32S,,,18.0,,,,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-32S,,,5.0,,50.0,,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-32S,,,12.0,,,,43.0,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-32S,,,12.0,,,,,43.0,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-32S,,,16.0,40.0,,,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-32S,,,,36.0,,,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-32S,,,,16.0,40.0,,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-32S,,,,29.0,,,26.0,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-32S,,,,29.0,,,,26.0,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-32S,,,,,56.0,,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-32S,,,,,,,56.0,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-32S,,,,,,,,56.0,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-32S,,2.0,14.0,,,,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-32S,,2.0,,28.0,,,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-32S,,2.0,,,54.0,,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-32S,,2.0,,,,,54.0,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-32S,,2.0,,,,,,54.0,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-32S,,,18.0,,,,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-32S,,,5.0,,50.0,,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-32S,,,12.0,,,,43.0,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-32S,,,12.0,,,,,43.0,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-32S,,,16.0,40.0,,,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-32S,,,,36.0,,,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-32S,,,,16.0,40.0,,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-32S,,,,29.0,,,26.0,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-32S,,,,29.0,,,,26.0,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-32S,,,,,56.0,,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-32S,,,,,,,56.0,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AK-32S,,,,,,,,56.0,,,,x,,fixed,,7280R3A,23242.38103
7280SR3A-48YC8,,,6.0,,48.0,,,,,,,,,fixed,,7280R3A,11225.33011
7280SR3A-48YC8,,,6.0,,,,48.0,,,,,,,fixed,,7280R3A,11225.33011
7280SR3A-48YC8,,,6.0,,,,,48.0,,,,,,fixed,,7280R3A,11225.33011
7280SR3A-48YC8,,,4.0,4.0,48.0,,,,,,,,,fixed,,7280R3A,11225.33011
7280SR3A-48YC8,,,4.0,4.0,,,48.0,,,,,,,fixed,,7280R3A,11225.33011
7280SR3A-48YC8,,,4.0,4.0,,,,48.0,,,,,,fixed,,7280R3A,11225.33011
7280SR3A-48YC8,,,2.0,8.0,48.0,,,,,,,,,fixed,,7280R3A,11225.33011
7280SR3A-48YC8,,,2.0,8.0,,,48.0,,,,,,,fixed,,7280R3A,11225.33011
7280SR3A-48YC8,,,2.0,8.0,,,,48.0,,,,,,fixed,,7280R3A,11225.33011
7280SR3A-48YC8,,,,,48.0,8.0,,,,,,,,fixed,,7280R3A,11225.33011
7280SR3A-48YC8,,,,,,8.0,48.0,,,,,,,fixed,,7280R3A,11225.33011
7280SR3A-48YC8,,,,,,8.0,,48.0,,,,,,fixed,,7280R3A,11225.33011
7280SR3AM-48YC8,,,6.0,,48.0,,,,,,,x,,fixed,,7280R3A,11225.33011
7280SR3AM-48YC8,,,6.0,,,,48.0,,,,,x,,fixed,,7280R3A,11225.33011
7280SR3AM-48YC8,,,6.0,,,,,48.0,,,,x,,fixed,,7280R3A,11225.33011
7280SR3AM-48YC8,,,4.0,4.0,48.0,,,,,,,x,,fixed,,7280R3A,11225.33011
7280SR3AM-48YC8,,,4.0,4.0,,,48.0,,,,,x,,fixed,,7280R3A,11225.33011
7280SR3AM-48YC8,,,4.0,4.0,,,,48.0,,,,x,,fixed,,7280R3A,11225.33011
7280SR3AM-48YC8,,,2.0,8.0,48.0,,,,,,,x,,fixed,,7280R3A,11225.33011
7280SR3AM-48YC8,,,2.0,8.0,,,48.0,,,,,x,,fixed,,7280R3A,11225.33011
7280SR3AM-48YC8,,,2.0,8.0,,,,48.0,,,,x,,fixed,,7280R3A,11225.33011
7280SR3AM-48YC8,,,,,48.0,8.0,,,,,,x,,fixed,,7280R3A,11225.33011
7280SR3AM-48YC8,,,,,,8.0,48.0,,,,,x,,fixed,,7280R3A,11225.33011
7280SR3AM-48YC8,,,,,,8.0,,48.0,,,,x,,fixed,,7280R3A,11225.33011
7280SR3AK-48YC8,,,6.0,,48.0,,,,,,,x,,fixed,,7280R3A,11225.33011
7280SR3AK-48YC8,,,6.0,,,,48.0,,,,,x,,fixed,,7280R3A,11225.33011
7280SR3AK-48YC8,,,6.0,,,,,48.0,,,,x,,fixed,,7280R3A,11225.33011
7280SR3AK-48YC8,,,4.0,4.0,48.0,,,,,,,x,,fixed,,7280R3A,11225.33011
7280SR3AK-48YC8,,,4.0,4.0,,,48.0,,,,,x,,fixed,,7280R3A,11225.33011
7280SR3AK-48YC8,,,4.0,4.0,,,,48.0,,,,x,,fixed,,7280R3A,11225.33011
7280SR3AK-48YC8,,,2.0,8.0,48.0,,,,,,,x,,fixed,,7280R3A,11225.33011
7280SR3AK-48YC8,,,2.0,8.0,,,48.0,,,,,x,,fixed,,7280R3A,11225.33011
7280SR3AK-48YC8,,,2.0,8.0,,,,48.0,,,,x,,fixed,,7280R3A,11225.33011
7280SR3AK-48YC8,,,,,48.0,8.0,,,,,,x,,fixed,,7280R3A,11225.33011
7280SR3AK-48YC8,,,,,,8.0,48.0,,,,,x,,fixed,,7280R3A,11225.33011
7280SR3AK-48YC8,,,,,,8.0,,48.0,,,,x,,fixed,,7280R3A,11225.33011
7280CR3MK-32P4S,,4.0,,32.0,,,,,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32P4S,,4.0,,,64.0,,,,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32P4S,,4.0,,,,32.0,,,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32P4S,,4.0,,12.0,,,80.0,,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32P4S,,4.0,,,36.0,,56.0,,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32P4S,,4.0,,,,12.0,80.0,,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32P4S,,4.0,,12.0,,,,80.0,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32P4S,,4.0,,,36.0,,,56.0,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32P4S,,4.0,,,,12.0,,80.0,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32P4S,,,,48.0,,,,,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32P4S,,,,16.0,64.0,,,,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32P4S,,,,16.0,,32.0,,,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32P4S,,,,32.0,,,64.0,,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32P4S,,,,32.0,,,,64.0,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32P4S,,,,,96.0,,,,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32P4S,,,,,,36.0,,,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32P4S,,,,,,,96.0,,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32P4S,,,,,,,,96.0,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32D4S,,4.0,,32.0,,,,,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32D4S,,4.0,,,64.0,,,,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32D4S,,4.0,,,,32.0,,,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32D4S,,4.0,,12.0,,,80.0,,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32D4S,,4.0,,,36.0,,56.0,,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32D4S,,4.0,,,,12.0,80.0,,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32D4S,,4.0,,12.0,,,,80.0,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32D4S,,4.0,,,36.0,,,56.0,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32D4S,,4.0,,,,12.0,,80.0,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32D4S,,,,48.0,,,,,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32D4S,,,,16.0,64.0,,,,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32D4S,,,,16.0,,32.0,,,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32D4S,,,,32.0,,,64.0,,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32D4S,,,,32.0,,,,64.0,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32D4S,,,,,96.0,,,,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32D4S,,,,,,36.0,,,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32D4S,,,,,,,96.0,,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32D4S,,,,,,,,96.0,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32D4A,,4.0,,32.0,,,,,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32D4A,,4.0,,,64.0,,,,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32D4A,,4.0,,,,32.0,,,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32D4A,,4.0,,12.0,,,80.0,,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32D4A,,4.0,,,36.0,,56.0,,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32D4A,,4.0,,,,12.0,80.0,,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32D4A,,4.0,,12.0,,,,80.0,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32D4A,,4.0,,,36.0,,,56.0,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32D4A,,4.0,,,,12.0,,80.0,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32D4A,,,,48.0,,,,,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32D4A,,,,16.0,64.0,,,,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32D4A,,,,16.0,,32.0,,,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32D4A,,,,32.0,,,64.0,,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32D4A,,,,32.0,,,,64.0,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32D4A,,,,,96.0,,,,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32D4A,,,,,,36.0,,,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32D4A,,,,,,,96.0,,,,,x,,fixed,,7280R3A,15183.95104
7280CR3MK-32D4A,,,,,,,,96.0,,,,x,,fixed,,7280R3A,15183.95104
7280SR3M-48YC8,,,,8.0,,,48.0,,,,,x,,fixed,,7280R3A,6055.681021
7280SR3M-48YC8,,,,8.0,,,,48.0,,,,x,,fixed,,7280R3A,6055.681021
7280SR3M-48YC8,,,,8.0,,,,,48.0,,,x,,fixed,,7280R3A,6055.681021
7280SR3M-48YC8,,,,,16.0,,48.0,,,,,x,,fixed,,7280R3A,6055.681021
7280SR3M-48YC8,,,,,16.0,,,48.0,,,,x,,fixed,,7280R3A,6055.681021
7280SR3M-48YC8,,,,,16.0,,,,48.0,,,x,,fixed,,7280R3A,6055.681021
7280SR3M-48YC8,,,,,,8.0,48.0,,,,,x,,fixed,,7280R3A,6055.681021
7280SR3M-48YC8,,,,,,8.0,,48.0,,,,x,,fixed,,7280R3A,6055.681021
7280SR3M-48YC8,,,,,,8.0,,,48.0,,,x,,fixed,,7280R3A,6055.681021
7280SR3M-48YC8,,,,,,,80.0,,,,,x,,fixed,,7280R3A,6055.681021
7280SR3M-48YC8,,,,,,,,80.0,,,,x,,fixed,,7280R3A,6055.681021
7280SR3M-48YC8,,,,,,,,,80.0,,,x,,fixed,,7280R3A,6055.681021
7280SR3MK-48YC8A,,,,8.0,,,48.0,,,,,,,fixed,,7280R3A,6055.681021
7280SR3MK-48YC8A,,,,8.0,,,,48.0,,,,,,fixed,,7280R3A,6055.681021
7280SR3MK-48YC8A,,,,8.0,,,,,48.0,,,,,fixed,,7280R3A,6055.681021
7280SR3MK-48YC8A,,,,,16.0,,48.0,,,,,,,fixed,,7280R3A,6055.681021
7280SR3MK-48YC8A,,,,,16.0,,,48.0,,,,,,fixed,,7280R3A,6055.681021
7280SR3MK-48YC8A,,,,,16.0,,,,48.0,,,,,fixed,,7280R3A,6055.681021
7280SR3MK-48YC8A,,,,,,8.0,48.0,,,,,,,fixed,,7280R3A,6055.681021
7280SR3MK-48YC8A,,,,,,8.0,,48.0,,,,,,fixed,,7280R3A,6055.681021
7280SR3MK-48YC8A,,,,,,8.0,,,48.0,,,,,fixed,,7280R3A,6055.681021
7280SR3MK-48YC8A,,,,,,,80.0,,,,,,,fixed,,7280R3A,6055.681021
7280SR3MK-48YC8A,,,,,,,,80.0,,,,,,fixed,,7280R3A,6055.681021
7280SR3MK-48YC8A,,,,,,,,,80.0,,,,,fixed,,7280R3A,6055.681021
7280PR3-24,,24.0,,,,,,,,,,,,fixed,,7280R3A,31438.82383
7280PR3-24,,,,96.0,,,,,,,,,,fixed,,7280R3A,31438.82383
7280PR3-24,,,,,192.0,,,,,,,,,fixed,,7280R3A,31438.82383
7280PR3-24,,,,,,24.0,,,,,,,,fixed,,7280R3A,31438.82383
7280PR3-24,,,,,,,192.0,,,,,,,fixed,,7280R3A,31438.82383
7280PR3-24,,,,,,,,192.0,,,,,,fixed,,7280R3A,31438.82383
7280PR3K-24,,24.0,,,,,,,,,,,,fixed,,7280R3A,31438.82383
7280PR3K-24,,,,96.0,,,,,,,,,,fixed,,7280R3A,31438.82383
7280PR3K-24,,,,,192.0,,,,,,,,,fixed,,7280R3A,31438.82383
7280PR3K-24,,,,,,24.0,,,,,,,,fixed,,7280R3A,31438.82383
7280PR3K-24,,,,,,,192.0,,,,,,,fixed,,7280R3A,31438.82383
7280PR3K-24,,,,,,,,192.0,,,,,,fixed,,7280R3A,31438.82383
7280DR3-24,,24.0,,,,,,,,,,,,fixed,,7280R3A,31438.82383
7280DR3-24,,,,96.0,,,,,,,,,,fixed,,7280R3A,31438.82383
7280DR3-24,,,,,192.0,,,,,,,,,fixed,,7280R3A,31438.82383
7280DR3-24,,,,,,24.0,,,,,,,,fixed,,7280R3A,31438.82383
7280DR3-24,,,,,,,192.0,,,,,,,fixed,,7280R3A,31438.82383
7280DR3-24,,,,,,,,192.0,,,,,,fixed,,7280R3A,31438.82383
7280DR3K-24,,24.0,,,,,,,,,,,,fixed,,7280R3A,31438.82383
7280DR3K-24,,,,96.0,,,,,,,,,,fixed,,7280R3A,31438.82383
7280DR3K-24,,,,,192.0,,,,,,,,,fixed,,7280R3A,31438.82383
7280DR3K-24,,,,,,24.0,,,,,,,,fixed,,7280R3A,31438.82383
7280DR3K-24,,,,,,,192.0,,,,,,,fixed,,7280R3A,31438.82383
7280DR3K-24,,,,,,,,192.0,,,,,,fixed,,7280R3A,31438.82383
7280CR3-32P4,,4.0,,32.0,,,,,,,,,,fixed,,7280R3A,15183.95104
